storativity,young\_modulus,init\_stress\_x,init\_stress\_y,perm\_kr,perm\_km,perm\_beta,perm\_gamma
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.253297111673656e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,3.081852334822273e-07
7.945987377749952e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,153139782136.81955,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,61870228.00533268,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,9934419.532804154,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.098282876829333e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,-1.5548253033999106e-18,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,4.863271040337136e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.283228258363282e-07
1.0195637467657159e-07,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,169331176413.00946,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,63549037.4193454,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10945567.821721395,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.3507154442381595e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,7.163406556410164e-18,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.643323183010178e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,3.880476411281265e-07
6.821162332796349e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,145044084998.7246,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,61030823.29832632,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,9428845.388345534,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,9.720665931249199e-22,6.247326615526081e-19,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,-5.913941233304948e-18,5.058284076005396e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,4.473244969000614e-07,2.6825402965927776e-07
8.508399900226754e-08,157187630705.86703,62289930.35883586,10187206.605033465,1.1613910186815397e-21,6.247326615526081e-19,5.058284076005396e-07,1.4846041819042905e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
9.049927301521705e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,159694259655.20926,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,62038457.254764386,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9972048.02471064,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.2220093301186071e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,2.6572980292899477e-18,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.36067987110015e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,3.0166891232004674e-07
7.925102256568101e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,151598562517.1143,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61199052.54775802,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9466473.880252019,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.0957930464141939e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,-1.7018179006150894e-18,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,4.97065379976363e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.2180650467414762e-07
1.0174752346475306e-07,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,167789956793.3042,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,62877861.96177074,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,10477622.16916926,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.3482256138230203e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,7.016413959194985e-18,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.750705942436672e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,3.8153131996594586e-07
6.8002772116145e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,143502865379.01935,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,60359647.84075166,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,8960899.735793399,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,9.695767627097807e-22,4.777400643374292e-19,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,-6.0609338305201265e-18,5.16566683543189e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,4.580627728427108e-07,2.617377084970972e-07
8.487514779044903e-08,155646411086.16177,61618754.9012612,9719260.95248133,1.1589011882664005e-21,4.777400643374292e-19,5.16566683543189e-07,1.4194409702824847e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.856016192767469e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,152547360888.9778,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,62391299.339119755,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10365544.10499924,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.2363589092032056e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,2.5905484538098232e-18,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.775840625723999e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,3.3665665433489844e-07
7.731191147813866e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,144451663750.88284,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61551894.63211339,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,9859969.960540619,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.1101426254987924e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,-1.768567476095214e-18,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.385814554387478e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.567942466889993e-07
9.980841237721072e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,160643058027.07275,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,63230704.04612611,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10871118.24945786,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.3625751929076188e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,6.94966438371486e-18,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,6.16586669706052e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,4.165190619807976e-07
6.606366102860262e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,136355966612.7879,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,60712489.92510703,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,9354395.816081999,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,9.839263417943792e-22,4.1099048885730455e-19,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,-6.127683406000251e-18,5.580827590055738e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,4.995788483050956e-07,2.967254505119489e-07
8.293603670290667e-08,148499512319.93033,61971596.98561657,10112757.03276993,1.173250767350999e-21,4.1099048885730455e-19,5.580827590055738e-07,1.7693183904310017e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
9.528302384086422e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,155518831182.22366,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62676832.75266565,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10284313.85887698,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.167743362941698e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,2.59614443747282e-18,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.76849986887055e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.98084671135351e-07
8.403477339132818e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,147423134044.1287,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,61837428.04565928,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,9778739.71441836,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.0415270792372847e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,-1.7629714924322172e-18,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.37847379753403e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.1822226348945186e-07
1.0653127429040025e-07,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,163614528320.3186,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,63516237.459672004,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10789888.0033356,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.2939596466461111e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,6.955260367377857e-18,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,6.158525940207072e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,3.7794707878125015e-07
7.278652294179215e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,139327436906.03375,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,60998023.33865292,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,9273165.56995974,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,9.153107955328715e-22,4.165864725203012e-19,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,-6.122087422337255e-18,5.57348683320229e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,4.988447726197508e-07,2.581534673124014e-07
8.96588986160962e-08,151470982613.17618,62257130.399162464,10031526.78664767,1.1046352210894913e-21,4.165864725203012e-19,5.57348683320229e-07,1.383598558435527e-07
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2566630273336678e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,73802186301.26778,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48986181.870484225,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4770204.14336791,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.7499149704854686e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,5.0905951979758676e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.547469673907446e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.1387061773923267e-06
1.1441805228383076e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,65706489163.17284,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48146777.16347786,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4264629.99890929,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.623698686781055e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,7.314792680708305e-19,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.157443602570926e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0588437697464277e-06
1.3691455318290281e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,81897883439.36273,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,49825586.57749058,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,5275778.287826531,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.8761312541898818e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,9.449711127880905e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.937495745243968e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.218568585038226e-06
1.0316980183429475e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,57610792025.07788,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,47307372.4564715,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,3759055.854450669,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.4974824030766418e-21,2.911037233023349e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,-3.627636661834207e-18,5.352456638239186e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,4.767417531234404e-07,1.0987749735693772e-06
1.2004217750859878e-07,69754337732.2203,48566479.51698104,4517417.0711386,2.6868068286332618e-21,2.911037233023349e-18,5.352456638239186e-07,9.789813621005284e-07
1.332122859589521e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.388364111837201e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,69494473205.70306,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43716606.141939,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3891859.8771137903,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.2505368547477522e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1874287128955454e-21,6.188886463364465e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0839828141316935e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.6045121506445185e-06
1.2758816073418409e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,61398776067.60811,43296903.78843582,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,42877201.434932634,3639072.80488448,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3386285.7326551694,2.1874287128955454e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
1.332122859589521e-07,65446624636.65559,43296903.78843582,3639072.80488448,2.1243205710433386e-21,4.0093284984119466e-18,1.0644815105648674e-06,1.564580946821569e-06
