storativity,young\_modulus,init\_stress\_x,init\_stress\_y,perm\_kr,perm\_km,perm\_beta,perm\_gamma
9.884556562619955e-08,121300574092.4045,56154245.24733402,8465497.021388846,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.3387169623118296e-21,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,8.770660706704891e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,4.506641033961882e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,5.225724047825968e-07
8.19731899518955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,109157028385.26207,56154245.24733402,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,54895138.18682448,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,6948774.588012983,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,9.6006811119859e-22,2.231986811847336e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,-4.30668708301022e-18,3.9216019269571003e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,3.3365628199523184e-07,4.02778793313748e-07
9.884556562619955e-08,121300574092.4045,56154245.24733402,7707135.804700914,1.1493925367552098e-21,2.231986811847336e-18,3.9216019269571003e-07,2.829851818448993e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
8.129434082903698e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,153054729632.68958,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,69372837.52196123,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,12156633.277731596,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,9.151248070510735e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,5.071075085555237e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.558970556670282e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,6.303807368349266e-07
7.004609037950095e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,144959032494.5946,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68533432.81495486,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11651059.133272974,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,7.889085233466603e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,7.119591556502e-19,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.1689444853337603e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.505183291890273e-07
9.2542591278573e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,161150426770.78452,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,70212242.22896758,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,12662207.422190215,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,1.0413410907554867e-21,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,9.430191015460274e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.948996628006803e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,7.102431444808257e-07
5.8797839929964924e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,136863335356.49966,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,67694028.10794851,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11145484.988814354,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,6.626922396422471e-22,2.8915171206027186e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,-3.6471567742548375e-18,3.363957521002021e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,2.778918413997239e-07,5.904495330119769e-07
7.567021560426896e-08,149006881063.6421,68953135.16845804,11903846.205502285,8.520166651988669e-22,2.8915171206027186e-18,3.363957521002021e-07,4.706559215431282e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.0592326562837651e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,128375327543.03969,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54953475.323329605,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9496244.113185123,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.1206552658679438e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,6.083276125324473e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.361008937851277e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.758458246510119e-07
9.467501517884048e-08,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,120279630404.94475,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54114070.61632324,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,8990669.9687265,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,9.944389821635306e-22,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,1.724160195419436e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,3.9709828665147554e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,5.959834170051127e-07
1.1717151607791253e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,136471024681.13464,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,55792880.03033596,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,10001818.257643742,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.246871549572357e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,1.0442392055229511e-17,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.751035009187798e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,7.55708232296911e-07
8.342676472930446e-08,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,112183933266.8498,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,53274665.90931688,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,8485095.824267881,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,8.682226984591174e-22,3.9037181603719545e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,-2.634955734485601e-18,4.165995902183016e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,3.5809567951782343e-07,6.359146208280623e-07
1.002991404036085e-07,124327478973.99222,54533772.96982642,9243457.040955812,1.0575471240157372e-21,3.9037181603719545e-18,4.165995902183016e-07,5.161210093592135e-07
1.0344006767703442e-07,114295502341.17828,52453859.09941285,7760079.874116932,1.2385841156997829e-21,3.3380917466231108e-18,4.1340207818839945e-07,9.593100042295404e-07
1.0906419290180244e-07,114295502341.17828,52453859.09941285,7760079.874116932,1.2385841156997829e-21,3.3380917466231108e-18,4.1340207818839945e-07,9.593100042295404e-07
1.0344006767703442e-07,118343350910.22575,52453859.09941285,7760079.874116932,1.2385841156997829e-21,3.3380917466231108e-18,4.1340207818839945e-07,9.593100042295404e-07
1.0344006767703442e-07,114295502341.17828,52873561.45291603,7760079.874116932,1.2385841156997829e-21,3.3380917466231108e-18,4.1340207818839945e-07,9.593100042295404e-07
